Date,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,conditions,description
3/10/2018,39.6,58.2,0,0,1.84,21.9,11.3,63.70%,Partially cloudy,Partly cloudy throughout the day.
3/11/2018,38.8,62.3,0,0,0.36,28.9,12.6,73.10%,Partially cloudy,Partly cloudy throughout the day.
3/12/2018,43.6,63.3,0,0,0,,10.4,64.40%,Partially cloudy,Partly cloudy throughout the day.
3/13/2018,39.1,67.2,0,0,0,28.9,12.5,61.80%,Partially cloudy,Partly cloudy throughout the day.
3/14/2018,39.2,61,0.6,0.57,0.57,41,17.7,73.50%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
3/15/2018,35.6,43.6,0.31,0.59,1.16,,10.3,94.70%,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.
3/16/2018,35.5,55.3,0.01,0.15,1.31,32.3,20.1,66.70%,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.
3/17/2018,35.5,51.4,0.13,0.38,1.18,39.1,28,94.00%,"Snow, Overcast",Cloudy skies throughout the day with snow.
3/18/2018,33.6,45.3,0.01,0.23,0.39,29.8,22.9,77.90%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
3/19/2018,32.5,50.2,0,0,0.13,,10.8,57.00%,Partially cloudy,Partly cloudy throughout the day.
3/20/2018,38.2,59.3,0,0,0,,13.7,81.40%,Partially cloudy,Partly cloudy throughout the day.
3/21/2018,44.6,65,0,0,0,31.5,23.4,83.40%,Partially cloudy,Partly cloudy throughout the day.
3/22/2018,53.7,64.1,0,0,0,49.1,36.6,88.90%,Partially cloudy,Partly cloudy throughout the day.
3/23/2018,43.4,59.2,0.37,0,0,31.1,24.6,71.10%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
3/24/2018,43.2,58.5,0.01,0.74,0.74,29.6,21.5,65.30%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
3/25/2018,34.6,42.3,0.24,1.02,1.18,27.7,18.1,79.10%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.
3/26/2018,32.2,46.3,0.03,1.26,2.32,,15.9,76.60%,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.
3/27/2018,31.5,50.5,0,0,0.77,22.8,16.8,37.90%,Partially cloudy,Partly cloudy throughout the day.
3/28/2018,42.1,58.2,0,0,0,26.4,20.9,75.90%,Partially cloudy,Partly cloudy throughout the day.
3/29/2018,40.7,57.2,0,0,0,,10.4,67.10%,Partially cloudy,Partly cloudy throughout the day.
3/30/2018,43.3,67.6,0,0,0,24.2,13,67.40%,Partially cloudy,Partly cloudy throughout the day.
3/31/2018,49.1,71.5,0,0,0,,12.6,76.50%,Partially cloudy,Partly cloudy throughout the day.
4/1/2018,45.5,67.3,0,0,0,19.7,12.1,55.40%,Partially cloudy,Partly cloudy throughout the day.
4/2/2018,34.6,63.2,0.05,0,0,38.9,22.2,80.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
4/3/2018,29,52.5,0,0,0,,11,41.80%,Partially cloudy,Partly cloudy throughout the day.
4/4/2018,42.9,60.3,0,0,0,,9.6,81.50%,Partially cloudy,Partly cloudy throughout the day.
4/5/2018,43.5,66,0,0,0,,12.8,81.20%,Partially cloudy,Partly cloudy throughout the day.
4/6/2018,50.6,58.3,0.07,0,0,,14.2,96.00%,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.
4/7/2018,51.5,59.5,0.25,0,0,27.7,16.6,86.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
4/8/2018,43.8,55.4,0,0,0,35,22.6,71.90%,Partially cloudy,Partly cloudy throughout the day.
4/9/2018,42.3,61.3,0.01,0,0,16.1,11.2,51.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
4/10/2018,45.5,70.2,0,0,0,23,16.1,66.70%,Partially cloudy,Partly cloudy throughout the day.
4/11/2018,52.6,70.2,0,1.23,1.23,34.4,14.7,76.00%,Partially cloudy,Partly cloudy throughout the day.
4/12/2018,35.6,59.4,0.48,0.74,1.97,40.1,29.5,87.60%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.
4/13/2018,36.6,51.1,0.04,0,0.66,34.4,22.4,80.70%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
4/14/2018,36.7,60.4,0,0,0,,11,56.80%,Partially cloudy,Partly cloudy throughout the day.
4/15/2018,49.4,72.5,0,0,0,28.8,19.3,80.50%,Partially cloudy,Partly cloudy throughout the day.
4/16/2018,35.6,77.3,0.01,0.74,0.74,53,33.5,63.60%,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.
4/17/2018,33,48.4,0.17,0.44,1.18,33.3,20.8,81.20%,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.
4/18/2018,34.4,57.5,0,0,0.39,18.3,12.5,61.30%,Partially cloudy,Partly cloudy throughout the day.
4/19/2018,45.7,66.4,0,0,0,25.3,17.8,73.00%,Partially cloudy,Partly cloudy throughout the day.
4/20/2018,47.3,62.7,0,0,0,27.6,18.4,69.50%,Partially cloudy,Partly cloudy throughout the day.
4/21/2018,43.7,68.7,0,0,0,16.1,9.5,16.40%,Clear,Clear conditions throughout the day.
4/22/2018,46.7,75.4,0,0,0,19.7,10.1,32.20%,Partially cloudy,Partly cloudy throughout the day.
4/23/2018,51.2,64.6,0,0,0,41.4,26.2,58.50%,Partially cloudy,Partly cloudy throughout the day.
4/24/2018,42.7,65.3,0,0,0,24.2,13.6,15.20%,Clear,Clear conditions throughout the day.
4/25/2018,48.2,72.7,0,0,0,27.7,12.5,38.90%,Partially cloudy,Partly cloudy throughout the day.
4/26/2018,48.3,75.3,0,0,0,20.8,13.3,10.70%,Clear,Clear conditions throughout the day.
4/27/2018,52.9,84.3,0,0,0,29.8,20,34.00%,Partially cloudy,Partly cloudy throughout the day.
4/28/2018,61.6,85.4,0,0,0,41.4,27.4,55.60%,Partially cloudy,Partly cloudy throughout the day.
4/29/2018,48.4,64.8,0,0.74,0.74,29.7,20.4,67.80%,Partially cloudy,Partly cloudy throughout the day.
4/30/2018,36.1,53.8,0.69,0.44,1.18,32.2,19.1,88.60%,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.
5/1/2018,40.7,59.7,0,0,0.39,,15.5,63.00%,Partially cloudy,Partly cloudy throughout the day.
5/2/2018,45.9,58.5,0.15,0,0,42.5,14.5,84.80%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
5/3/2018,45.5,67.4,0,0,0,17.2,10.6,39.80%,Partially cloudy,Partly cloudy throughout the day.
5/4/2018,49.5,75.4,0,0,0,,12.4,41.30%,Partially cloudy,Partly cloudy throughout the day.
5/5/2018,54.6,78.5,0,0,0,,10.5,67.00%,Partially cloudy,Partly cloudy throughout the day.
5/6/2018,60.1,84.4,0,0,0,33.8,23.3,75.70%,Partially cloudy,Partly cloudy throughout the day.
5/7/2018,63.7,80.5,0,0,0,,16,52.10%,Partially cloudy,Partly cloudy throughout the day.
5/8/2018,55.5,80.5,0,0,0,17.2,9,18.30%,Clear,Clear conditions throughout the day.
5/9/2018,61.9,84.4,0,0,0,23,14.4,68.50%,Partially cloudy,Partly cloudy throughout the day.
5/10/2018,59.9,76.4,0,0,0,27.7,14.5,78.80%,Partially cloudy,Partly cloudy throughout the day.
5/11/2018,49.6,61.6,0.06,0,0,32.2,19.7,89.80%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
5/12/2018,46.8,56.5,0.23,0,0,31.1,23.3,85.00%,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.
5/13/2018,42.7,66.4,0,0,0,31.1,18.2,71.50%,Partially cloudy,Partly cloudy throughout the day.
5/14/2018,47.7,67.6,0.14,0,0,28.9,20.7,59.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
5/15/2018,47.9,70.6,0,0,0,21.9,14.1,39.10%,Partially cloudy,Becoming cloudy in the afternoon.
5/16/2018,51.7,80.4,0,0,0,26.4,16.4,28.40%,Partially cloudy,Partly cloudy throughout the day.
5/17/2018,54.7,79.5,0,0,0,40.3,28,54.90%,Partially cloudy,Becoming cloudy in the afternoon.
5/18/2018,55.8,70.4,0,0,0,25.3,13.1,69.80%,Partially cloudy,Partly cloudy throughout the day.
5/19/2018,53.3,75.2,0,0,0,23,9.4,47.30%,Partially cloudy,Becoming cloudy in the afternoon.
5/20/2018,57.4,77.7,0.05,0,0,47.2,17.7,56.00%,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.
5/21/2018,53.9,79.9,0,0,0,30.5,13.6,60.70%,Partially cloudy,Partly cloudy throughout the day.
5/22/2018,55.6,70.7,0.05,0,0,34.4,22.6,73.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
5/23/2018,54.8,71.9,0.04,0,0,31.1,12.4,62.70%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
5/24/2018,56.6,84.4,0,0,0,17.2,11.3,31.10%,Partially cloudy,Partly cloudy throughout the day.
5/25/2018,60.5,88.7,0,0,0,32.2,14.6,9.30%,Clear,Clear conditions throughout the day.
5/26/2018,62,82.7,0,0,0,21.9,18.7,38.90%,Partially cloudy,Partly cloudy throughout the day.
5/27/2018,56.9,65.8,0.11,0,0,25.3,15.1,81.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.
5/28/2018,53.3,67.6,0.01,0,0,,9.3,79.20%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
5/29/2018,54.9,78.5,0,0,0,17.2,10.1,59.40%,Partially cloudy,Partly cloudy throughout the day.
5/30/2018,59.6,84.3,0.09,0,0,44.6,23.9,52.40%,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.
5/31/2018,57.7,87.8,0,0,0,39.1,24.8,73.80%,Partially cloudy,Partly cloudy throughout the day.
6/1/2018,53.8,68.8,0,0,0,25.3,18.2,48.00%,Partially cloudy,Partly cloudy throughout the day.
6/2/2018,51.5,77.7,0,0,0,23,14.3,0.00%,Clear,Clear conditions throughout the day.
6/3/2018,56.3,85.6,0,0,0,26.4,10.2,6.10%,Clear,Clear conditions throughout the day.
6/4/2018,61.9,95.7,0,0,0,23,16.9,18.70%,Clear,Clear conditions throughout the day.
6/5/2018,73.5,91.5,0,0,0,25.3,16.1,61.60%,Partially cloudy,Partly cloudy throughout the day.
6/6/2018,64.3,92.6,0,0,0,27.1,15.5,52.00%,Partially cloudy,Clearing in the afternoon.
6/7/2018,70.1,92.3,0,0,0,34,21.3,53.80%,Partially cloudy,Partly cloudy throughout the day.
6/8/2018,62.4,89.6,0,0,0,,12.3,14.30%,Clear,Clear conditions throughout the day.
6/9/2018,67.7,95.8,0,0,0,40.3,28.5,11.90%,Clear,Clear conditions throughout the day.
6/10/2018,55.7,83.4,0,0,0,33.6,24.6,31.20%,Partially cloudy,Partly cloudy throughout the day.
6/11/2018,52.2,81.7,0,0,0,20.9,14.3,11.30%,Clear,Clear conditions throughout the day.
6/12/2018,56.4,82,0,0,0,16.1,15.8,11.40%,Clear,Clear conditions throughout the day.
6/13/2018,60.8,95.7,0,0,0,28.9,12.4,14.20%,Clear,Clear conditions throughout the day.
6/14/2018,72.9,92.5,0,0,0,29.8,21,24.20%,Partially cloudy,Partly cloudy throughout the day.
6/15/2018,63,86.5,0,0,0,27.7,25.7,50.30%,Partially cloudy,Becoming cloudy in the afternoon.
6/16/2018,61.7,83.4,0,0,0,25.3,17.6,35.50%,Partially cloudy,Partly cloudy throughout the day.
6/17/2018,68.3,89.4,0,0,0,37.3,28,73.80%,Partially cloudy,Partly cloudy throughout the day.
6/18/2018,61.4,78.4,0.04,0,0,24.2,13.2,59.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
6/19/2018,59.8,77.7,0,0,0,19.7,14.8,49.40%,Partially cloudy,Partly cloudy throughout the day.
6/20/2018,59.6,83.4,0,0,0,17.2,8.9,23.00%,Partially cloudy,Partly cloudy throughout the day.
6/21/2018,65.3,91.6,0,0,0,29.8,17.4,30.60%,Partially cloudy,Clearing in the afternoon.
6/22/2018,63.7,84.4,0,0,0,17.2,15.8,36.30%,Partially cloudy,Partly cloudy throughout the day.
6/23/2018,67.4,85.6,0,0,0,34.4,23.5,31.50%,Partially cloudy,Partly cloudy throughout the day.
6/24/2018,58.6,82.4,0,0,0,25.3,10.6,14.60%,Clear,Clear conditions throughout the day.
6/25/2018,61.5,92.5,0,0,0,27.7,11.5,14.30%,Clear,Clear conditions throughout the day.
6/26/2018,68.9,95.6,0,0,0,16.1,12.4,23.20%,Partially cloudy,Partly cloudy throughout the day.
6/27/2018,68.3,95.9,0,0,0,24.2,12.3,21.00%,Partially cloudy,Partly cloudy throughout the day.
6/28/2018,76.8,95.9,0,0,0,36.8,25.1,49.20%,Partially cloudy,Becoming cloudy in the afternoon.
6/29/2018,61.3,77.9,0,0,0,31.1,14.6,66.40%,Partially cloudy,Partly cloudy throughout the day.
6/30/2018,59.9,75.8,0,0,0,28.6,13.9,33.10%,Partially cloudy,Clearing in the afternoon.
7/1/2018,58.7,84.8,0,0,0,18.3,11,19.10%,Clear,Clear conditions throughout the day.
7/2/2018,65.6,91.6,0,0,0,,11.3,38.00%,Partially cloudy,Becoming cloudy in the afternoon.
7/3/2018,69.8,85.5,0,0,0,41.4,28.9,69.10%,Partially cloudy,Partly cloudy throughout the day.
7/4/2018,60.1,94.9,0,0,0,31.1,17.8,17.20%,Clear,Clear conditions throughout the day.
7/5/2018,70.2,96.9,0,0,0,28.5,20.5,46.70%,Partially cloudy,Partly cloudy throughout the day.
7/6/2018,75.9,100.7,0,0,0,25.2,19.7,36.30%,Partially cloudy,Becoming cloudy in the afternoon.
7/7/2018,79.7,96.9,0,0,0,20.8,15.5,66.90%,Partially cloudy,Partly cloudy throughout the day.
7/8/2018,76.9,98.4,0,0,0,45.7,25,43.70%,Partially cloudy,Becoming cloudy in the afternoon.
7/9/2018,74.8,98.6,0,0,0,18.3,15.1,70.90%,Partially cloudy,Partly cloudy throughout the day.
7/10/2018,75.5,96,0.02,0,0,38.6,20.4,63.70%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
7/11/2018,73.5,91.4,0,0,0,16.1,11.4,53.70%,Partially cloudy,Partly cloudy throughout the day.
7/12/2018,76.6,93.7,0,0,0,31.1,17.5,49.00%,Partially cloudy,Clearing in the afternoon.
7/13/2018,71.6,95.9,0,0,0,18.3,12.7,40.00%,Partially cloudy,Partly cloudy throughout the day.
7/14/2018,76.7,87.9,0,0,0,,14.4,76.30%,Partially cloudy,Partly cloudy throughout the day.
7/15/2018,69.5,95.9,0,0,0,26.4,12.6,21.30%,Partially cloudy,Partly cloudy throughout the day.
7/16/2018,73,96.8,0,0,0,33.3,16.8,59.60%,Partially cloudy,Partly cloudy throughout the day.
7/17/2018,70.6,93.7,0.15,0,0,49.7,27.7,42.90%,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.
7/18/2018,69,96,0,0,0,21.9,15.7,26.90%,Partially cloudy,Partly cloudy throughout the day.
7/19/2018,71.5,96.9,0,0,0,24.2,13.1,48.00%,Partially cloudy,Partly cloudy throughout the day.
7/20/2018,75,91.8,0,0,0,33.9,22.2,76.30%,Partially cloudy,Partly cloudy throughout the day.
7/21/2018,74.1,95,0,0,0,55.3,33.2,77.70%,Partially cloudy,Partly cloudy throughout the day.
7/22/2018,74.7,83.5,0,0,0,34.4,17.7,82.80%,Partially cloudy,Partly cloudy throughout the day.
7/23/2018,67,93.5,0,0,0,28.9,18.3,36.90%,Partially cloudy,Partly cloudy throughout the day.
7/24/2018,69.8,96.9,0,0,0,30,12.7,45.90%,Partially cloudy,Clearing in the afternoon.
7/25/2018,77.9,95.9,0,0,0,36.7,15.5,63.00%,Partially cloudy,Clearing in the afternoon.
7/26/2018,72.8,95.9,0,0,0,23,11.8,63.40%,Partially cloudy,Partly cloudy throughout the day.
7/27/2018,73.4,97.8,0,0,0,23,16.1,51.70%,Partially cloudy,Clearing in the afternoon.
7/28/2018,73.1,97.9,0,0,0,28.9,15.1,44.50%,Partially cloudy,Partly cloudy throughout the day.
7/29/2018,69.4,93.5,0,0,0,,15.4,20.60%,Partially cloudy,Partly cloudy throughout the day.
7/30/2018,69.2,93.8,0,0,0,30,11.2,20.50%,Partially cloudy,Partly cloudy throughout the day.
7/31/2018,68.7,97.9,0,0,0,,14.7,26.40%,Partially cloudy,Partly cloudy throughout the day.
8/1/2018,75.6,96.1,0,0,0,27.7,17.3,53.50%,Partially cloudy,Clearing in the afternoon.
8/2/2018,74.2,89,0.06,0,0,25.3,18,83.40%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.
8/3/2018,71.6,90.8,0,0,0,26.2,18.3,40.20%,Partially cloudy,Partly cloudy throughout the day.
8/4/2018,65.7,88.9,0,0,0,,13.9,43.30%,Partially cloudy,Partly cloudy throughout the day.
8/5/2018,64.3,87.1,0,0,0,27.7,17.8,21.10%,Partially cloudy,Partly cloudy throughout the day.
8/6/2018,61.7,89.7,0,0,0,24.2,13.5,10.80%,Clear,Clear conditions throughout the day.
8/7/2018,61.9,91.7,0,0,0,25.3,15.3,0.10%,Clear,Clear conditions throughout the day.
8/8/2018,65.1,93.7,0,0,0,24.2,14.7,0.10%,Clear,Clear conditions throughout the day.
8/9/2018,66.5,96.9,0,0,0,27.7,12.5,6.10%,Clear,Clear conditions throughout the day.
8/10/2018,67.1,98.5,0,0,0,28.9,10.9,16.40%,Clear,Clear conditions throughout the day.
8/11/2018,72.2,96.8,0,0,0,23,14.6,35.10%,Partially cloudy,Partly cloudy throughout the day.
8/12/2018,73.1,94.8,0,0,0,23,14.3,55.30%,Partially cloudy,Clearing in the afternoon.
8/13/2018,73.1,94.6,0,0,0,23,15.5,69.60%,Partially cloudy,Partly cloudy throughout the day.
8/14/2018,71.8,92.8,0,0,0,21.9,14,51.30%,Partially cloudy,Partly cloudy throughout the day.
8/15/2018,68.9,89.9,0,0,0,17.2,14.2,51.60%,Partially cloudy,Partly cloudy throughout the day.
8/16/2018,71.9,90.9,0,0,0,19.7,12.4,59.70%,Partially cloudy,Clearing in the afternoon.
8/17/2018,69.7,92.6,0,0,0,32.9,15.2,58.50%,Partially cloudy,Partly cloudy throughout the day.
8/18/2018,64.7,84.7,0,0,0,28.9,15.7,33.40%,Partially cloudy,Partly cloudy throughout the day.
8/19/2018,60.8,87.9,0,0,0,,10.1,11.70%,Clear,Clear conditions throughout the day.
8/20/2018,67.8,91.2,0,0,0,44,26.6,44.70%,Partially cloudy,Partly cloudy throughout the day.
8/21/2018,67.1,85.7,0,0,0,29.8,19.4,39.20%,Partially cloudy,Partly cloudy throughout the day.
8/22/2018,64.2,83.6,0.29,0,0,36.5,21.3,75.00%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
8/23/2018,61.9,85.8,0,0,0,27.7,17.1,7.10%,Clear,Clear conditions throughout the day.
8/24/2018,66,88.9,0.02,0,0,32.2,23.6,52.30%,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.
8/25/2018,62.9,87.1,0,0,0,,11.7,44.10%,Partially cloudy,Partly cloudy throughout the day.
8/26/2018,64,83.8,0,0,0,18.3,13.9,61.00%,Partially cloudy,Partly cloudy throughout the day.
8/27/2018,61.1,76.7,0,0,0,28.9,24.4,58.10%,Partially cloudy,Clearing in the afternoon.
8/28/2018,52,73.8,0,0,0,18.3,11.2,25.90%,Partially cloudy,Partly cloudy throughout the day.
8/29/2018,55.7,85.7,0,0,0,17.2,10.9,30.70%,Partially cloudy,Partly cloudy throughout the day.
8/30/2018,67,88.9,0,0,0,31.8,23.5,39.60%,Partially cloudy,Partly cloudy throughout the day.
8/31/2018,64.1,84.7,0,0,0,19.7,13.6,17.20%,Clear,Clear conditions throughout the day.
9/1/2018,56.2,82.8,0,0,0,24.2,13.6,19.10%,Clear,Clear conditions throughout the day.
9/2/2018,56,85.8,0,0,0,30,10.1,6.10%,Clear,Clear conditions throughout the day.
9/3/2018,57.1,87,0,0,0,28.9,10.1,14.30%,Clear,Clear conditions throughout the day.
9/4/2018,60,85.8,0,0,0,26.4,12.4,52.90%,Partially cloudy,Partly cloudy throughout the day.
9/5/2018,61,88.8,0,0,0,27.7,13.3,39.80%,Partially cloudy,Partly cloudy throughout the day.
9/6/2018,63.9,87.8,0,0,0,23,10.6,39.00%,Partially cloudy,Partly cloudy throughout the day.
9/7/2018,65.8,89,0,0,0,19.7,12.5,39.90%,Partially cloudy,Clearing in the afternoon.
9/8/2018,67.9,89.8,0,0,0,,13.9,44.60%,Partially cloudy,Partly cloudy throughout the day.
9/9/2018,58.9,85.9,0,0,0,27.7,8.9,7.00%,Clear,Clear conditions throughout the day.
9/10/2018,61,89,0,0,0,25.3,12.4,51.60%,Partially cloudy,Partly cloudy throughout the day.
9/11/2018,58,87,0,0,0,,13.7,27.80%,Partially cloudy,Partly cloudy throughout the day.
9/12/2018,62.4,82,0,0,0,23,17.9,37.50%,Partially cloudy,Becoming cloudy in the afternoon.
9/13/2018,53.2,79.8,0,0,0,20.8,15.7,24.30%,Partially cloudy,Partly cloudy throughout the day.
9/14/2018,52.6,87.8,0,0,0,28.9,13.1,19.80%,Clear,Clear conditions throughout the day.
9/15/2018,64.4,91.9,0,0,0,47.6,32.6,42.60%,Partially cloudy,Partly cloudy throughout the day.
9/16/2018,59.9,87.8,0,0,0,20.8,14.7,34.40%,Partially cloudy,Partly cloudy throughout the day.
9/17/2018,59.8,85.8,0,0,0,16.1,14.8,20.00%,Clear,Partly cloudy throughout the day.
9/18/2018,63.1,87.9,0,0,0,30.5,21.1,19.60%,Clear,Clear conditions throughout the day.
9/19/2018,56.4,82.1,0,0,0,17.2,14.8,21.50%,Partially cloudy,Partly cloudy throughout the day.
9/20/2018,54.2,71.8,0,0,0,19.7,11.7,6.20%,Clear,Clear conditions throughout the day.
9/21/2018,51.4,81.9,0,0,0,,10.8,4.10%,Clear,Clear conditions throughout the day.
9/22/2018,60.3,86.9,0,0,0,34.4,23.5,17.00%,Clear,Clear conditions throughout the day.
9/23/2018,64.8,81.9,0,0,0,26.4,16.2,63.80%,Partially cloudy,Partly cloudy throughout the day.
9/24/2018,52.7,70.7,0,0,0,21.9,15,25.00%,Partially cloudy,Partly cloudy throughout the day.
9/25/2018,45.7,69.6,0,0,0,,14.4,18.50%,Clear,Clear conditions throughout the day.
9/26/2018,46.6,71.7,0,0,0,,10.5,39.40%,Partially cloudy,Partly cloudy throughout the day.
9/27/2018,49.9,78.7,0,0,0,,9.7,19.90%,Clear,Clear conditions throughout the day.
9/28/2018,54,84.6,0,0,0,20.8,11.6,31.10%,Partially cloudy,Becoming cloudy in the afternoon.
9/29/2018,67.1,87,0,0,0,34.4,23.7,67.80%,Partially cloudy,Partly cloudy throughout the day.
9/30/2018,61,79,0,0,0,36.8,25.4,75.30%,Partially cloudy,Partly cloudy throughout the day.
10/1/2018,51.8,78.5,0,0,0,26.4,10.4,47.00%,Partially cloudy,Partly cloudy throughout the day.
10/2/2018,58.8,78.8,0.48,0,0,42.3,20.6,80.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
10/3/2018,57.5,72.7,0.02,0,0,24.2,15.7,73.50%,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.
10/4/2018,53.8,63.9,0.25,0,0,35.1,24.3,86.20%,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.
10/5/2018,48.4,56.7,0.38,0,0,18.3,15.3,72.30%,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.
10/6/2018,46.8,59.7,0,0,0,18.3,20.6,87.60%,Partially cloudy,Partly cloudy throughout the day.
10/7/2018,48.5,57.7,0,0,0,32.3,18.8,91.00%,Overcast,Cloudy skies throughout the day.
10/8/2018,46.2,58.7,0,0,0,26.4,18.1,74.10%,Partially cloudy,Partly cloudy throughout the day.
